"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","118","8","JOSHUA LOPEZ","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","118","8","PATRICK MARA","REP","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","118","8","SEKOU BIDDLE","DEM","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","118","8","TOM BROWN","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","118","8","VINCENT ORANGE","DEM","105"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","118","8","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","ANTHONY MUHAMMAD","NON","32"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","W. CARDELL SHELTON","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","EUGENE DEWITT KINLOW","NON","23"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","LARRY T. PRETLOW II","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","PHILIP PANNELL","NON","45"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","TIJWANNA U. PHILLIPS","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","R. JOYCE SCOTT","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","TRAYON WHITE SR.","NON","36"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","SANDRA S. V. WILLIAMS","NON","16"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","118","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","119","8","TOTAL REGISTERED VOTERS","","3389"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","119","8","TOTAL BALLOTS CAST","","158"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","ALAN PAGE","GRN","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","DOROTHY DOUGLAS","DEM","12"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","BRYAN WEAVER","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","JOSHUA LOPEZ","DEM","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","PATRICK MARA","REP","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","SEKOU BIDDLE","DEM","13"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","TOM BROWN","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","VINCENT ORANGE","DEM","96"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","119","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","ANTHONY MUHAMMAD","NON","24"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","W. CARDELL SHELTON","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","EUGENE DEWITT KINLOW","NON","12"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","LARRY T. PRETLOW II","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","PHILIP PANNELL","NON","36"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","TIJWANNA U. PHILLIPS","NON","6"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","R. JOYCE SCOTT","NON","4"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","TRAYON WHITE SR.","NON","54"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","SANDRA S. V. WILLIAMS","NON","10"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","119","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","120","8","TOTAL REGISTERED VOTERS","","2103"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","120","8","TOTAL BALLOTS CAST","","158"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","ALAN PAGE","GRN","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","DOROTHY DOUGLAS","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","BRYAN WEAVER","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","JOSHUA LOPEZ","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","PATRICK MARA","REP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","SEKOU BIDDLE","DEM","21"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","TOM BROWN","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","VINCENT ORANGE","DEM","94"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","120","8","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","ANTHONY MUHAMMAD","NON","4"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","W. CARDELL SHELTON","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","EUGENE DEWITT KINLOW","NON","18"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","LARRY T. PRETLOW II","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","PHILIP PANNELL","NON","56"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","TIJWANNA U. PHILLIPS","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","R. JOYCE SCOTT","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","TRAYON WHITE SR.","NON","48"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","SANDRA S. V. WILLIAMS","NON","21"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","120","8","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","121","8","TOTAL REGISTERED VOTERS","","4013"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","121","8","TOTAL BALLOTS CAST","","265"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","DOROTHY DOUGLAS","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","BRYAN WEAVER","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","JOSHUA LOPEZ","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","PATRICK MARA","REP","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","SEKOU BIDDLE","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","TOM BROWN","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","VINCENT ORANGE","DEM","175"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","121","8","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","ANTHONY MUHAMMAD","NON","8"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","W. CARDELL SHELTON","NON","10"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","EUGENE DEWITT KINLOW","NON","28"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","LARRY T. PRETLOW II","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","PHILIP PANNELL","NON","47"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","TIJWANNA U. PHILLIPS","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","R. JOYCE SCOTT","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","TRAYON WHITE SR.","NON","141"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","SANDRA S. V. WILLIAMS","NON","14"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","121","8","WRITE-IN","NON","4"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","122","8","TOTAL REGISTERED VOTERS","","2238"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","122","8","TOTAL BALLOTS CAST","","165"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","BRYAN WEAVER","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","JOSHUA LOPEZ","DEM","24"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","PATRICK MARA","REP","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","SEKOU BIDDLE","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","TOM BROWN","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","VINCENT ORANGE","DEM","100"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","122","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","ANTHONY MUHAMMAD","NON","12"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","W. CARDELL SHELTON","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","EUGENE DEWITT KINLOW","NON","23"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","LARRY T. PRETLOW II","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","PHILIP PANNELL","NON","62"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","TIJWANNA U. PHILLIPS","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","R. JOYCE SCOTT","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","TRAYON WHITE SR.","NON","47"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","SANDRA S. V. WILLIAMS","NON","7"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","122","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","123","8","TOTAL REGISTERED VOTERS","","3042"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","123","8","TOTAL BALLOTS CAST","","224"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","DOROTHY DOUGLAS","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","BRYAN WEAVER","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","JOSHUA LOPEZ","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","PATRICK MARA","REP","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","SEKOU BIDDLE","DEM","19"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","TOM BROWN","DEM","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","VINCENT ORANGE","DEM","152"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","123","8","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","ANTHONY MUHAMMAD","NON","8"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","W. CARDELL SHELTON","NON","8"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","EUGENE DEWITT KINLOW","NON","22"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","LARRY T. PRETLOW II","NON","10"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","PHILIP PANNELL","NON","90"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","TIJWANNA U. PHILLIPS","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","R. JOYCE SCOTT","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","TRAYON WHITE SR.","NON","59"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","SANDRA S. V. WILLIAMS","NON","10"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","123","8","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","124","8","TOTAL REGISTERED VOTERS","","3053"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","124","8","TOTAL BALLOTS CAST","","298"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","DOROTHY DOUGLAS","DEM","12"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","BRYAN WEAVER","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","JOSHUA LOPEZ","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","PATRICK MARA","REP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","SEKOU BIDDLE","DEM","43"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","TOM BROWN","DEM","23"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","VINCENT ORANGE","DEM","190"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","124","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","ANTHONY MUHAMMAD","NON","16"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","W. CARDELL SHELTON","NON","20"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","EUGENE DEWITT KINLOW","NON","90"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","LARRY T. PRETLOW II","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","PHILIP PANNELL","NON","60"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","TIJWANNA U. PHILLIPS","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","R. JOYCE SCOTT","NON","7"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","TRAYON WHITE SR.","NON","77"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","SANDRA S. V. WILLIAMS","NON","14"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","124","8","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","125","8","TOTAL REGISTERED VOTERS","","5227"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","125","8","TOTAL BALLOTS CAST","","264"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","DOROTHY DOUGLAS","DEM","14"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","BRYAN WEAVER","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","JOSHUA LOPEZ","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","PATRICK MARA","REP","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","SEKOU BIDDLE","DEM","30"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","TOM BROWN","DEM","14"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","VINCENT ORANGE","DEM","182"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","125","8","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","ANTHONY MUHAMMAD","NON","11"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","W. CARDELL SHELTON","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","EUGENE DEWITT KINLOW","NON","39"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","LARRY T. PRETLOW II","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","PHILIP PANNELL","NON","54"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","TIJWANNA U. PHILLIPS","NON","3"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","R. JOYCE SCOTT","NON","7"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","TRAYON WHITE SR.","NON","113"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","SANDRA S. V. WILLIAMS","NON","24"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","125","8","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","126","8","TOTAL REGISTERED VOTERS","","4626"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","126","8","TOTAL BALLOTS CAST","","274"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","DOROTHY DOUGLAS","DEM","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","BRYAN WEAVER","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","JOSHUA LOPEZ","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","PATRICK MARA","REP","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","SEKOU BIDDLE","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","TOM BROWN","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","VINCENT ORANGE","DEM","197"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","126","8","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","ANTHONY MUHAMMAD","NON","27"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","W. CARDELL SHELTON","NON","5"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","EUGENE DEWITT KINLOW","NON","50"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","LARRY T. PRETLOW II","NON","2"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","PHILIP PANNELL","NON","67"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","TIJWANNA U. PHILLIPS","NON","1"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","R. JOYCE SCOTT","NON","6"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","TRAYON WHITE SR.","NON","87"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","SANDRA S. V. WILLIAMS","NON","15"
"4/26/2011","D.C. Special Election","105","MEMBER STATE BOARD OF EDUCATION WARD EIGHT","126","8","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","127","6","TOTAL REGISTERED VOTERS","","5018"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","127","6","TOTAL BALLOTS CAST","","519"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","ALAN PAGE","GRN","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","DOROTHY DOUGLAS","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","BRYAN WEAVER","DEM","49"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","ARKAN HAILE","NOP","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","JOSHUA LOPEZ","DEM","19"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","PATRICK MARA","REP","108"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","SEKOU BIDDLE","DEM","128"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","TOM BROWN","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","VINCENT ORANGE","DEM","174"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","127","6","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","128","6","TOTAL REGISTERED VOTERS","","2775"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","128","6","TOTAL BALLOTS CAST","","267"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","128","6","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","128","6","DOROTHY DOUGLAS","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","128","6","BRYAN WEAVER","DEM","37"
